,state,county,parks,pitches,sports_centres,schools
1337,Texas,Hood,21,51,4,26
1338,Texas,Uvalde,8,38,2,53
1339,Texas,Fort_Bend,266,760,54,427
1340,Texas,Real,3,18,0,5
1341,Texas,Throckmorton,1,6,0,1
1342,Texas,Trinity,5,15,0,8
1343,Texas,Knox,5,14,0,4
1344,Texas,Val_Verde,34,51,4,26
1345,Texas,Dallam,4,4,1,10
1346,Texas,San_Jacinto,10,14,0,10
1347,Texas,Cass,8,40,0,27
1348,Texas,Angelina,19,71,5,77
1349,Texas,Williamson,452,1310,82,433
1350,Texas,Upton,5,20,1,9
1351,Texas,Lubbock,134,554,48,198
1352,Texas,Terry,7,12,0,12
1353,Texas,Gonzales,9,15,1,17
1354,Texas,Tom_Green,52,183,11,75
1355,Texas,Kerr,31,213,6,22
1356,Texas,Erath,73,64,6,30
1357,Texas,Hill,24,49,3,36
1358,Texas,Bandera,15,72,4,17
1359,Texas,Burleson,9,38,0,13
1360,Texas,Bell,178,426,8,203
1361,Texas,Wise,28,75,0,41
1362,Texas,Live_Oak,10,37,3,13
1363,Texas,Smith,51,377,15,213
1364,Texas,Howard,8,61,2,22
1365,Texas,Liberty,17,60,0,45
1366,Texas,Hartley,4,19,0,10
1367,Texas,Reeves,10,35,2,16
1368,Texas,Grimes,14,32,8,11
1369,California,San_Mateo,0,0,0,0
1370,California,Napa,103,281,11,196
1371,California,San_Benito,40,98,1,57
1372,California,Shasta,91,347,23,413
1373,California,Modoc,9,16,1,29
1374,California,Mariposa,22,22,0,29
1375,California,Plumas,28,29,0,37
1376,California,Mendocino,63,233,4,170
1377,California,Santa_Cruz,0,0,0,0
1378,California,Placer,253,822,32,619
1379,California,Sacramento,778,1544,56,1079
1380,California,Yolo,333,496,17,335
1381,California,Colusa,21,20,0,44
1382,California,Siskiyou,32,103,1,92
1383,California,San_Diego,0,0,0,0
1384,California,Santa_Barbara,313,888,59,618
1385,California,Sierra,8,10,1,19
1386,California,Tehama,31,89,2,93
1387,California,Tuolumne,30,60,6,42
1388,California,Ventura,0,0,0,0
1389,California,Alameda,0,0,0,0
1390,California,Lassen,21,44,3,53
1391,California,San_Luis_Obispo,0,0,0,0
1392,California,Alpine,7,6,1,11
1393,California,Calaveras,35,87,0,85
1394,California,Solano,0,0,0,0
1395,California,Sutter,32,60,0,42
1396,California,San_Bernardino,0,0,0,0
1397,California,Orange,1473,4262,177,2669
1398,California,Stanislaus,261,636,18,675
1399,California,Mono,21,67,5,50
1400,California,Amador,35,16,2,96
1401,California,Los_Angeles,2201,10607,379,14842
1402,California,Marin,206,691,25,408
1403,California,Glenn,19,29,1,32
1404,California,Merced,0,0,0,0
1405,California,Imperial,0,0,0,0
1406,California,Yuba,46,79,1,127
1407,California,Lake,36,116,1,136
1408,California,Monterey,0,0,0,0
1409,California,Trinity,9,17,0,27
1410,California,San_Joaquin,551,792,27,806
1411,California,Contra_Costa,580,1881,126,2264
1412,California,Kings,48,133,5,157
1413,California,Riverside,0,0,0,0
1414,California,Santa_Clara,860,5443,154,3973
1415,California,Sonoma,356,861,40,841
1416,California,Butte,93,235,7,183
1417,California,Fresno,0,0,0,0
1418,California,Inyo,0,0,0,0
1419,California,Humboldt,0,0,0,0
1420,California,Madera,0,0,0,0
1421,California,Del_Norte,16,53,2,32
1422,California,Tulare,0,0,0,0
1423,California,El_Dorado,110,200,7,259
1424,California,Kern,0,0,0,0
1425,California,Nevada,63,149,12,119
1426,Delaware,Kent,92,266,8,68
1427,Delaware,New_Castle,328,1009,32,230
1428,Delaware,Sussex,86,609,38,111
1429,Ohio,Shelby,30,160,3,44
1430,Ohio,Williams,36,149,3,30
1431,Ohio,Fayette,11,65,0,22
1432,Ohio,Champaign,12,81,2,26
1433,Ohio,Washington,37,220,6,72
1434,Ohio,Seneca,63,151,7,35
1435,Ohio,Delaware,110,479,17,120
1436,Ohio,Preble,17,108,3,31
1437,Ohio,Clinton,8,140,7,36
1438,Ohio,Lawrence,14,86,2,49
1439,Ohio,Paulding,21,45,1,17
1440,Ohio,Guernsey,9,76,2,29
1441,Ohio,Geauga,53,358,8,71
1442,Ohio,Brown,24,188,2,43
1443,Ohio,Trumbull,117,472,18,146
1444,Ohio,Union,48,165,2,43
1445,Ohio,Montgomery,329,1241,22,349
1446,Ohio,Muskingum,60,160,11,54
1447,Ohio,Wayne,44,264,8,90
1448,Ohio,Mahoning,179,466,23,168
1449,Ohio,Vinton,6,27,0,10
1450,Ohio,Knox,38,182,7,34
1451,Ohio,Portage,93,529,21,97
1452,Ohio,Hocking,27,42,2,24
1453,Ohio,Lake,112,503,20,96
1454,Ohio,Allen,47,282,16,66
1455,Ohio,Defiance,25,113,2,36
1456,Ohio,Gallia,12,70,3,25
1457,Ohio,Darke,29,106,4,33
1458,Ohio,Erie,70,205,9,59
1459,Ohio,Harrison,5,30,0,9
1460,Ohio,Noble,1,28,6,10
1461,Ohio,Greene,140,499,12,103
1462,Ohio,Auglaize,44,172,6,39
1463,Ohio,Lucas,271,897,56,276
1464,Ohio,Holmes,11,55,3,33
1465,Ohio,Marion,24,130,4,31
1466,Ohio,Butler,167,990,31,212
1467,Ohio,Lorain,142,655,22,208
1468,Ohio,Sandusky,46,143,2,44
1469,Ohio,Columbiana,41,220,5,66
1470,Ohio,Franklin,753,2285,125,844
1471,Ohio,Monroe,4,35,0,17
1472,Ohio,Jackson,23,65,0,33
1473,Ohio,Ottawa,59,178,4,37
1474,Ohio,Meigs,12,56,0,21
1475,Ohio,Putnam,38,169,5,44
1476,Ohio,Morgan,9,23,1,11
1477,Ohio,Hardin,21,127,3,19
1478,Ohio,Wood,121,474,31,103
1479,Ohio,Clermont,77,702,24,111
1480,Ohio,Hancock,79,375,24,74
1481,Ohio,Summit,386,1262,24,313
1482,Ohio,Licking,50,267,8,108
1483,Ohio,Coshocton,15,86,1,28
1484,Ohio,Cuyahoga,546,1802,53,829
1485,Ohio,Henry,32,96,1,26
1486,Ohio,Carroll,24,63,4,13
1487,Ohio,Clark,46,252,4,97
1488,Ohio,Ross,18,233,0,32
1489,Ohio,Miami,73,288,5,69
1490,Ohio,Perry,14,48,4,25
1491,Ohio,Pike,6,93,2,30
1492,Ohio,Van_Wert,22,94,1,26
1493,Ohio,Madison,19,77,1,32
1494,Ohio,Mercer,33,143,2,47
1495,Ohio,Warren,85,875,12,123
1496,Ohio,Adams,12,68,2,27
1497,Ohio,Highland,10,88,0,33
1498,Ohio,Huron,33,130,3,36
1499,Ohio,Ashtabula,98,289,11,60
1500,Ohio,Medina,108,472,11,74
1501,Ohio,Stark,216,971,24,268
1502,Ohio,Richland,49,191,12,89
1503,Ohio,Belmont,10,129,2,39
1504,Ohio,Jefferson,46,135,6,63
1505,Ohio,Crawford,21,87,3,35
1506,Ohio,Logan,40,143,1,24
1507,Ohio,Fulton,42,212,1,40
1508,Ohio,Pickaway,31,204,0,30
1509,Ohio,Ashland,29,126,2,35
1510,Ohio,Morrow,9,59,8,31
1511,Ohio,Tuscarawas,38,190,4,85
1512,Ohio,Fairfield,80,468,6,95
1513,Ohio,Wyandot,20,72,4,17
1514,Ohio,Hamilton,455,2856,93,624
1515,Ohio,Scioto,31,266,18,68
1516,Nevada,Storey,3,4,0,8
1517,Nevada,Humboldt,22,46,2,47
1518,Nevada,Lincoln,17,27,0,11
1519,Nevada,Lander,9,27,2,13
1520,Nevada,Elko,27,93,6,81
1521,Nevada,Washoe,266,682,30,387
1522,Nevada,Mineral,5,7,0,25
1523,Nevada,Pershing,4,10,0,9
1524,Nevada,Carson_City,35,76,3,55
1525,Nevada,Lyon,38,37,3,70
1526,Nevada,Clark,959,2448,94,830
1527,Nevada,Eureka,6,14,1,8
1528,Nevada,Churchill,25,41,4,38
1529,Nevada,Douglas,58,80,3,29
1530,Nevada,Nye,28,65,11,39
1531,Nevada,White_Pine,16,24,3,19
1532,Oregon,Harney,12,14,0,22
1533,Oregon,Polk,69,109,4,48
1534,Oregon,Gilliam,12,6,0,7
1535,Oregon,Klamath,60,123,6,50
1536,Oregon,Douglas,151,118,10,129
1537,Oregon,Wheeler,3,7,0,7
1538,Oregon,Morrow,23,17,2,14
1539,Oregon,Lane,374,859,39,450
1540,Oregon,Umatilla,79,89,5,80
1541,Oregon,Hood_River,58,38,4,22
1542,Oregon,Clatsop,67,98,7,27
1543,Oregon,Linn,98,116,12,121
1544,Oregon,Grant,14,17,1,25
1545,Oregon,Jefferson,21,52,1,26
1546,Oregon,Clackamas,301,934,86,216
1547,Oregon,Curry,28,46,1,29
1548,Oregon,Union,25,48,3,39
1549,Oregon,Multnomah,380,1550,193,446
1550,Oregon,Wallowa,13,12,2,14
1551,Oregon,Crook,38,55,5,17
1552,Oregon,Coos,74,124,2,62
1553,Oregon,Malheur,22,134,3,43
1554,Oregon,Benton,86,204,15,84
1555,Oregon,Marion,201,459,22,233
1556,Oregon,Josephine,42,102,6,56
1557,Oregon,Columbia,64,92,2,68
1558,Oregon,Baker,23,36,5,30
1559,Oregon,Washington,468,2276,259,427
1560,Oregon,Jackson,136,519,28,196
1561,Oregon,Tillamook,51,52,6,20
1562,Oregon,Yamhill,104,224,10,79
1563,Oregon,Wasco,27,40,1,37
1564,Oregon,Lake,23,29,4,8
1565,Oregon,Deschutes,144,671,68,145
1566,Oregon,Lincoln,77,94,6,36
1567,Virginia,Lunenburg,3,11,0,5
1568,Virginia,New_Kent,5,58,2,8
1569,Virginia,Westmoreland,6,17,2,15
1570,Virginia,Middlesex,1,19,2,35
1571,Virginia,Nelson,1,18,2,6
1572,Virginia,King_and_Queen,1,5,0,5
1573,Virginia,Loudoun,179,1331,36,250
1574,Virginia,Buchanan,9,3,3,33
1575,Virginia,Brunswick,6,2,0,25
1576,Virginia,Rockingham,45,149,6,53
1577,Virginia,Greene,2,26,0,6
1578,Virginia,Fairfax,682,2432,113,717
1579,Virginia,Albemarle,54,364,8,97
1580,Virginia,Rockbridge,14,62,5,9
1581,Virginia,Mathews,28,16,3,4
1582,Virginia,Wythe,13,22,1,15
1583,Virginia,Buckingham,3,12,0,12
1584,Virginia,Smyth,4,16,0,17
1585,Virginia,Caroline,26,46,4,14
1586,Virginia,Cumberland,3,6,0,10
1587,Virginia,Pulaski,15,52,11,17
1588,Virginia,Lee,8,16,0,23
1589,Virginia,Augusta,25,84,1,39
1590,Virginia,Northampton,11,43,5,14
1591,Virginia,Botetourt,6,45,0,23
1592,Virginia,Floyd,5,14,1,19
1593,Virginia,Lancaster,2,15,1,10
1594,Virginia,Powhatan,7,54,3,12
1595,Virginia,Richmond,4,5,1,6
1596,Virginia,Gloucester,14,69,3,29
1597,Virginia,Henry,11,42,1,28
1598,Virginia,Scott,6,14,0,21
1599,Virginia,Sussex,4,16,1,10
1600,Virginia,Halifax,16,18,4,20
1601,Virginia,Culpeper,24,64,3,20
1602,Virginia,Mecklenburg,26,15,2,16
1603,Virginia,Spotsylvania,27,268,10,77
1604,Virginia,Franklin,18,172,0,31
1605,Virginia,Pittsylvania,10,35,2,50
1606,Virginia,Charles_City,1,2,0,3
1607,Virginia,Roanoke,22,154,4,41
1608,Virginia,Chesterfield,92,582,49,163
1609,Virginia,Essex,3,15,0,10
1610,Virginia,Isle_of_Wight,21,117,5,27
1611,Virginia,Charlotte,10,8,0,15
1612,Virginia,Amherst,9,18,2,15
1613,Virginia,Campbell,10,68,6,25
1614,Virginia,Rappahannock,2,12,0,7
1615,Virginia,Goochland,5,106,8,16
1616,Virginia,Page,10,34,4,30
1617,Virginia,Arlington,172,389,48,109
1618,Virginia,Washington,17,43,3,33
1619,Virginia,Fluvanna,5,65,3,56
1620,Virginia,Prince_George,3,80,3,13
1621,Virginia,Prince_William,134,893,53,241
1622,Virginia,Appomattox,5,14,0,7
1623,Virginia,Highland,1,3,1,2
1624,Virginia,Clarke,11,31,1,13
1625,Virginia,King_William,3,25,1,19
1626,Virginia,Wise,22,57,2,25
1627,Virginia,Montgomery,85,211,18,56
1628,Virginia,Dickenson,5,19,0,27
1629,Virginia,Russell,9,30,3,42
1630,Virginia,Northumberland,4,14,1,10
1631,Virginia,York,24,167,7,39
1632,Virginia,Henrico,78,462,44,156
1633,Virginia,King_George,5,55,3,14
1634,Virginia,Hanover,47,277,28,51
1635,Virginia,Madison,3,29,1,10
1636,Virginia,Warren,18,61,5,19
1637,Virginia,Shenandoah,21,59,8,28
1638,Virginia,Stafford,53,257,11,81
1639,Virginia,Alexandria_city,1,2,0,2
1640,Virginia,Alleghany,13,28,0,13
1641,Virginia,Southampton,9,10,0,18
1642,Virginia,James_City,41,149,3,38
1643,Virginia,Frederick,18,133,7,59
1644,Virginia,Fauquier,25,206,5,54
1645,Virginia,Accomack,20,53,8,34
1646,Virginia,Dinwiddie,15,19,2,18
1647,Virginia,Bedford,21,84,0,39
1648,Virginia,Prince_Edward,9,57,7,8
1649,Virginia,Giles,10,23,0,11
1650,Virginia,Lynchburg_city,35,235,47,72
1651,Virginia,Louisa,6,27,1,10
1652,Virginia,Hampton_city,33,239,12,65
1653,Virginia,Amelia,8,17,0,6
1654,Virginia,Carroll,7,5,0,16
1655,Virginia,Bath,1,18,3,3
1656,Virginia,Tazewell,18,63,3,25
1657,Arizona,Mohave,51,224,8,103
1658,Arizona,Pinal,257,827,24,380
1659,Arizona,Yavapai,103,415,16,149
1660,Arizona,Gila,37,136,3,77
1661,Arizona,Apache,32,116,3,117
1662,Arizona,Coconino,89,314,12,186
1663,Arizona,Santa_Cruz,22,106,0,54
1664,Arizona,Cochise,74,180,3,191
1665,Arizona,La_Paz,23,27,1,22
1666,Arizona,Greenlee,18,24,1,15
1667,Arizona,Navajo,0,0,0,0
1668,Arizona,Yuma,101,197,7,153
1669,Arizona,Maricopa,5692,8320,263,4083
1670,Arizona,Graham,35,162,2,118
1671,Arizona,Pima,534,4490,77,1776
1672,Utah,Uintah,33,44,1,29
1673,Utah,Tooele,62,99,8,66
1674,Utah,Daggett,13,1,0,6
1675,Utah,Duchesne,23,40,1,25
1676,Utah,Cache,150,465,24,135
1677,Utah,Sanpete,39,69,4,34
1678,Utah,Morgan,14,11,1,8
1679,Utah,Rich,9,15,2,4
1680,Utah,Box_Elder,84,252,5,95
1681,Utah,Emery,20,32,0,27
1682,Utah,Summit,44,171,11,25
1683,Utah,Salt_Lake,941,2330,84,814
1684,Utah,Wayne,11,11,2,9
1685,Utah,Sevier,23,44,0,25
1686,Utah,Utah,828,1446,55,437
1687,Utah,Washington,142,430,12,140
1688,Utah,Wasatch,30,141,7,14
1689,Utah,Weber,232,413,18,187
1690,Utah,San_Juan,12,35,1,31
1691,Utah,Iron,44,89,8,27
1692,Utah,Millard,30,50,4,15
1693,Utah,Davis,267,526,16,244
1694,Utah,Kane,9,21,1,13
1695,Utah,Garfield,10,14,0,19
1696,Utah,Carbon,29,32,2,19
1697,Utah,Grand,13,24,4,12
